ags,ort,plz,landkreis,bundesland
09372128,Gleißenberg,93477,Landkreis Cham,Bayern
07337028,Gleisweiler,76835,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07337029,Gleiszellen-Gleishorbach,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz
13073029,Glewitz,18513,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
12065096,Glienicke/Nordbahn,16548,Landkreis Oberhavel,Brandenburg
01062018,Glinde,21509,Kreis Stormarn,Schleswig-Holstein
09175121,Glonn,85625,Landkreis Ebersberg,Bayern
09773133,Glött,89353,Landkreis Dillingen an der Donau,Bayern
08315041,Glottertal,79286,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
13073030,Glowe,18551,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
01059113,Glücksburg,24960,Kreis Schleswig-Flensburg,Schleswig-Holstein
01061029,Glückstadt,25348,Kreis Steinburg,Schleswig-Holstein
01051036,Glüsing,25779,Kreis Dithmarschen,Schleswig-Holstein
09182116,Gmund,83703,Landkreis Miesbach,Bayern
03357016,Gnarrenburg,27442,Landkreis Rotenburg (Wümme),Niedersachsen
16074024,Gneus,07646,Saale-Holzland-Kreis,Thüringen
13076044,Gneven,19065,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13071041,Gnevkow,17089,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13072034,Gnewitz,18195,Landkreis Rostock,Mecklenburg-Vorpommern
13072035,Gnoien,17179,Landkreis Rostock,Mecklenburg-Vorpommern
09577133,Gnotzheim,91728,Landkreis Weißenburg-Gunzenhausen,Bayern
01058059,Gnutz,24622,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
05154016,Goch,47574,Kreis Kleve,Nordrhein-Westfalen
09678135,Gochsheim,97469,Landkreis Schweinfurt,Bayern
07337031,Göcklingen,76831,Landkreis Südliche Weinstraße,Rheinland-Pfalz
14625150,Göda - Hodźij,02633,Landkreis Bautzen,Sachsen
07143022,Goddert,56244,Westerwaldkreis,Rheinland-Pfalz
13071042,Godendorf,17237,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
07140042,Gödenroth,56290,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
03353013,Gödenstorf,21376,Landkreis Harburg,Niedersachsen
15088025,Goethestadt Bad Lauchstädt,06246,Saalekreis,Sachsen-Anhalt
08136024,Göggingen,73571,Ostalbkreis,Baden-Württemberg
01055014,Göhl,23758,Kreis Ostholstein,Schleswig-Holstein
13076046,Göhlen,19288,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03354006,Göhrde,29473,Landkreis Lüchow-Dannenberg,Niedersachsen
13073031,Göhren,18586,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
16077008,Göhren,04603,Landkreis Altenburger Land,Thüringen
13071043,Göhren-Lebbin,17213,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
14628140,Gohrisch,01824,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
01058061,Gokels,25557,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
13071044,Golchen,17089,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09671121,Goldbach,63773,Landkreis Aschaffenburg,Bayern
15090180,Goldbeck,39596,Landkreis Stendal,Sachsen-Anhalt
13076048,Goldberg,19399,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
01054037,Goldebek,25862,Kreis Nordfriesland,Schleswig-Holstein
01054038,Goldelund,25862,Kreis Nordfriesland,Schleswig-Holstein
01053034,Göldenitz,23919,Kreis Herzogtum Lauenburg,Schleswig-Holstein
03460004,Goldenstedt,49424,Landkreis Vechta,Niedersachsen
16072006,Goldisthal,98746,Landkreis Sonneberg,Thüringen
09472143,Goldkronach,95497,Landkreis Bayreuth,Bayern
03456007,Gölenkamp,49843,Landkreis Grafschaft Bentheim,Niedersachsen
07134031,Gollenberg,55767,Landkreis Birkenfeld,Rheinland-Pfalz
12063094,Gollenberg,14728,Landkreis Havelland,Brandenburg
07333026,Göllheim,67307,Donnersbergkreis,Rheinland-Pfalz
09575127,Gollhofen,97258,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
16077009,Göllnitz,04626,Landkreis Altenburger Land,Thüringen
03255015,Golmbach,37640,Landkreis Holzminden,Niedersachsen
16074026,Golmsdorf,07751,Saale-Holzland-Kreis,Thüringen
12061164,Golßen,15938,Landkreis Dahme-Spreewald,Brandenburg
12069216,Golzow,14778,Landkreis Potsdam-Mittelmark,Brandenburg
12064172,Golzow,15328,Landkreis Märkisch-Oderland,Brandenburg
08415027,Gomadingen,72532,Landkreis Reutlingen,Baden-Württemberg
08416015,Gomaringen,72810,Landkreis Tübingen,Baden-Württemberg
15086055,Gommern,39175,Landkreis Jerichower Land,Sachsen-Anhalt
15086055,Gommern,39245,Landkreis Jerichower Land,Sachsen-Anhalt
15086055,Gommern,39264,Landkreis Jerichower Land,Sachsen-Anhalt
15086055,Gommern,39279,Landkreis Jerichower Land,Sachsen-Anhalt
15086055,Gommern,39291,Landkreis Jerichower Land,Sachsen-Anhalt
07337032,Gommersheim,67377,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07333027,Gonbach,67724,Donnersbergkreis,Rheinland-Pfalz
08215025,Gondelsheim,75053,Landkreis Karlsruhe,Baden-Württemberg
07232227,Gondenbrett,54595,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07140043,Gondershausen,56283,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07232044,Gondorf,54647,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01060026,Gönnebek,24610,Kreis Segeberg,Schleswig-Holstein
07131025,Gönnersdorf,53498,Landkreis Ahrweiler,Rheinland-Pfalz
07233028,Gönnersdorf,54584,Landkreis Vulkaneifel,Rheinland-Pfalz
07332022,Gönnheim,67161,Landkreis Bad Dürkheim,Rheinland-Pfalz
01058102,Goosefeld,24340,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
16077011,Göpfersdorf,04618,Landkreis Altenburger Land,Thüringen
08117026,Göppingen,73033,Landkreis Göppingen,Baden-Württemberg
08117026,Göppingen,73035,Landkreis Göppingen,Baden-Württemberg
08117026,Göppingen,73037,Landkreis Göppingen,Baden-Württemberg
08117026,Göppingen,73116,Landkreis Göppingen,Baden-Württemberg
12062177,Gorden-Staupitz,03238,Landkreis Elbe-Elster,Brandenburg
07143023,Görgeshausen,56412,Westerwaldkreis,Rheinland-Pfalz
09777131,Görisried,87657,Landkreis Ostallgäu,Bayern
12073216,Göritz,17291,Landkreis Uckermark,Brandenburg
16075033,Görkwitz,07907,Saale-Orla-Kreis,Thüringen
03354007,Gorleben,29475,Landkreis Lüchow-Dannenberg,Niedersachsen
14626110,Görlitz,02826,Landkreis Görlitz,Sachsen
14626110,Görlitz,02827,Landkreis Görlitz,Sachsen
14626110,Görlitz,02828,Landkreis Görlitz,Sachsen
13076049,Gorlosen,19294,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13075036,Görmin,17121,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
14521220,Gornau,09405,Erzgebirgskreis,Sachsen
14521220,Gornau,09437,Erzgebirgskreis,Sachsen
14521220,Gornau,09573,Erzgebirgskreis,Sachsen
07231040,Gornhausen,54472,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
14521230,Gornsdorf,09390,Erzgebirgskreis,Sachsen
16062008,Görsbach,99765,Landkreis Nordhausen,Thüringen
08337038,Görwihl,79733,Landkreis Waldshut,Baden-Württemberg
06431008,Gorxheimertal,69517,Kreis Bergstraße,Hessen
12069224,Görzke,14828,Landkreis Potsdam-Mittelmark,Brandenburg
16075034,Göschitz,07907,Saale-Orla-Kreis,Thüringen
15084170,Goseck,06667,Burgenlandkreis,Sachsen-Anhalt
16074025,Gösen,07607,Saale-Holzland-Kreis,Thüringen
12067173,Gosen-Neu Zittau,15537,Landkreis Oder-Spree,Brandenburg
07134030,Gösenroth,55624,Landkreis Birkenfeld,Rheinland-Pfalz
08327019,Gosheim,78559,Landkreis Tuttlingen,Baden-Württemberg
03153017,Goslar,38640,Landkreis Goslar,Niedersachsen
03153017,Goslar,38642,Landkreis Goslar,Niedersachsen
03153017,Goslar,38644,Landkreis Goslar,Niedersachsen
03153017,Goslar,38690,Landkreis Goslar,Niedersachsen
09677132,Gössenheim,97780,Landkreis Main-Spessart,Bayern
07337033,Gossersweiler-Stein,76857,Landkreis Südliche Weinstraße,Rheinland-Pfalz
16075035,Gössitz,07389,Saale-Orla-Kreis,Thüringen
16077012,Gößnitz,04639,Landkreis Altenburger Land,Thüringen
09474129,Gößweinstein,91327,Landkreis Forchheim,Bayern
16067029,Gotha,99867,Landkreis Gotha,Thüringen
08315043,Gottenheim,79288,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
13074024,Gottesgabe,19209,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
09276123,Gotteszell,94239,Landkreis Regen,Bayern
09279116,Gottfrieding,84177,Landkreis Dingolfing-Landau,Bayern
13071045,Gotthun,17207,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
01053035,Göttin,21514,Kreis Herzogtum Lauenburg,Schleswig-Holstein
03159016,Göttingen,37073,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37075,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37077,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37079,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37081,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37083,Landkreis Göttingen,Niedersachsen
03159016,Göttingen,37085,Landkreis Göttingen,Niedersachsen
08335028,Gottmadingen,78244,Landkreis Konstanz,Baden-Württemberg
07231041,Graach an der Mosel,54470,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
13072036,Graal-Müritz,18181,Landkreis Rostock,Mecklenburg-Vorpommern
01062019,Grabau,23845,Kreis Stormarn,Schleswig-Holstein
01053036,Grabau,21493,Kreis Herzogtum Lauenburg,Schleswig-Holstein
09772149,Graben,86836,Landkreis Augsburg,Bayern
12069232,Gräben,14793,Landkreis Potsdam-Mittelmark,Brandenburg
08215099,Graben-Neudorf,76676,Landkreis Karlsruhe,Baden-Württemberg
09189119,Grabenstätt,83355,Landkreis Traunstein,Bayern
08415028,Grabenstetten,72582,Landkreis Reutlingen,Baden-Württemberg
16066094,Grabfeld,98631,Landkreis Schmalkalden-Meiningen,Thüringen
13076050,Grabow,19300,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13071047,Grabowhöfe,17194,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09184120,Gräfelfing,82166,Landkreis München,Bayern
08115054,Grafenau,71120,Landkreis Böblingen,Baden-Württemberg
09272120,Grafenau,94481,Landkreis Freyung-Grafenau,Bayern
08415029,Grafenberg,72661,Landkreis Reutlingen,Baden-Württemberg
09474132,Gräfenberg,91322,Landkreis Forchheim,Bayern
07231042,Gräfendhron,54426,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
09677133,Gräfendorf,97782,Landkreis Main-Spessart,Bayern
09477117,Grafengehaig,95356,Landkreis Kulmbach,Bayern
15091110,Gräfenhainichen,06772,Landkreis Wittenberg,Sachsen-Anhalt
15091110,Gräfenhainichen,06773,Landkreis Wittenberg,Sachsen-Anhalt
08337039,Grafenhausen,79865,Landkreis Waldshut,Baden-Württemberg
09678136,Grafenrheinfeld,97506,Landkreis Schweinfurt,Bayern
16073028,Gräfenthal,98743,Landkreis Saalfeld-Rudolstadt,Thüringen
09372130,Grafenwiesen,93479,Landkreis Cham,Bayern
09374124,Grafenwöhr,92655,Landkreis Neustadt an der Waldnaab,Bayern
03154007,Grafhorst,38462,Landkreis Helmstedt,Niedersachsen
09175122,Grafing bei München,85567,Landkreis Ebersberg,Bayern
09271122,Grafling,94539,Landkreis Deggendorf,Bayern
09179125,Grafrath,82284,Landkreis Fürstenfeldbruck,Bayern
07131090,Grafschaft,53501,Landkreis Ahrweiler,Rheinland-Pfalz
09180118,Grainau,82491,Landkreis Garmisch-Partenkirchen,Bayern
09272121,Grainet,94143,Landkreis Freyung-Grafenau,Bayern
16074028,Graitschen bei Bürgel,07616,Saale-Holzland-Kreis,Thüringen
01053037,Grambek,23883,Kreis Herzogtum Lauenburg,Schleswig-Holstein
13075037,Grambin,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13075038,Grambow,17322,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13074025,Grambow,19071,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13074025,Grambow,19073,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13073032,Grammendorf,18513,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
13071048,Grammentin,17153,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
16071103,Grammetal,99428,Landkreis Weimarer Land,Thüringen
13072037,Grammow,18195,Landkreis Rostock,Mecklenburg-Vorpommern
12073225,Gramzow,17291,Landkreis Uckermark,Brandenburg
01062020,Grande,22946,Kreis Stormarn,Schleswig-Holstein
07232228,Gransdorf,54533,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
13073033,Gransebieth,18513,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
12065100,Gransee,16775,Landkreis Oberhavel,Brandenburg
13076051,Granzin,19386,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13071049,Grapzow,17089,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
03356002,Grasberg,28879,Landkreis Osterholz,Niedersachsen
09184121,Grasbrunn,85630,Landkreis München,Bayern
06431009,Grasellenbach,64689,Kreis Bergstraße,Hessen
03154008,Grasleben,38368,Landkreis Helmstedt,Niedersachsen
09189120,Grassau,83224,Landkreis Traunstein,Bayern
09271123,Grattersdorf,94541,Landkreis Deggendorf,Bayern
01058062,Grauel,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
06434004,Grävenwiesbach,61279,Hochtaunuskreis,Hessen
06535006,Grebenau,36323,Vogelsbergkreis,Hessen
06535007,Grebenhain,36355,Vogelsbergkreis,Hessen
06633010,Grebenstein,34393,Landkreis Kassel,Hessen
01057022,Grebin,24329,Kreis Plön,Schleswig-Holstein
13076053,Grebs-Niendorf,19294,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
09576122,Greding,91171,Landkreis Roth,Bayern
05166008,Grefrath,47929,Kreis Viersen,Nordrhein-Westfalen
09181123,Greifenberg,86926,Landkreis Landsberg am Lech,Bayern
06532010,Greifenstein,35753,Lahn-Dill-Kreis,Hessen
13075039,Greifswald,17489,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13075039,Greifswald,17491,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13075039,Greifswald,17493,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
09173127,Greiling,83677,Landkreis Bad Tölz-Wolfratshausen,Bayern
07235033,Greimerath,54314,Landkreis Trier-Saarburg,Rheinland-Pfalz
07231044,Greimerath,54533,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07135036,Greimersburg,56814,Landkreis Cochem-Zell,Rheinland-Pfalz
16076022,Greiz,07973,Landkreis Greiz,Thüringen
01055015,Gremersdorf,23758,Kreis Ostholstein,Schleswig-Holstein
13073034,Gremersdorf-Buchholz,18461,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09572126,Gremsdorf,91350,Landkreis Erlangen-Höchstadt,Bayern
07135037,Grenderich,56858,Landkreis Cochem-Zell,Rheinland-Pfalz
08336105,Grenzach-Wyhlen,79639,Landkreis Lörrach,Baden-Württemberg
13076054,Gresse,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03358011,Grethem,29690,Landkreis Heidekreis,Niedersachsen
09678138,Grettstadt,97508,Landkreis Schweinfurt,Bayern
16065023,Greußen,99718,Kyffhäuserkreis,Thüringen
09679141,Greußenheim,97259,Landkreis Würzburg,Bayern
05566012,Greven,48268,Kreis Steinfurt,Nordrhein-Westfalen
13076055,Greven,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
05162008,Grevenbroich,41515,Rhein-Kreis Neuss,Nordrhein-Westfalen
05162008,Grevenbroich,41516,Rhein-Kreis Neuss,Nordrhein-Westfalen
05162008,Grevenbroich,41517,Rhein-Kreis Neuss,Nordrhein-Westfalen
01061030,Grevenkop,25361,Kreis Steinburg,Schleswig-Holstein
01058063,Grevenkrug,24241,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
13074026,Grevesmühlen,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
01061031,Gribbohm,25596,Kreis Steinburg,Schleswig-Holstein
13075040,Gribow,17506,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07134032,Griebelschied,55608,Landkreis Birkenfeld,Rheinland-Pfalz
13074027,Grieben,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
16068015,Griefstedt,99638,Landkreis Sömmerda,Thüringen
07336032,Gries,66903,Landkreis Kusel,Rheinland-Pfalz
06432008,Griesheim,64347,Landkreis Darmstadt-Dieburg,Hessen
08425050,Griesingen,89608,Alb-Donau-Kreis,Baden-Württemberg
09187134,Griesstätt,83556,Landkreis Rosenheim,Bayern
07235035,Grimburg,54413,Landkreis Trier-Saarburg,Rheinland-Pfalz
14729160,Grimma,04668,Landkreis Leipzig,Sachsen
16069016,Grimmelshausen,98660,Landkreis Hildburghausen,Thüringen
13073035,Grimmen,18507,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
01053038,Grinau,23847,Kreis Herzogtum Lauenburg,Schleswig-Holstein
13071050,Grischow,17089,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
16075039,Grobengereuth,07389,Saale-Orla-Kreis,Thüringen
09179126,Gröbenzell,82194,Landkreis Fürstenfeldbruck,Bayern
01054039,Gröde,25869,Kreis Nordfriesland,Schleswig-Holstein
12062196,Gröden,04932,Landkreis Elbe-Elster,Brandenburg
01059034,Grödersby,24376,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059034,Grödersby,24399,Kreis Schleswig-Flensburg,Schleswig-Holstein
14627050,Gröditz,01609,Landkreis Meißen,Sachsen
14729170,Groitzsch,04539,Landkreis Leipzig,Sachsen
07339022,Grolsheim,55459,Landkreis Mainz-Bingen,Rheinland-Pfalz
08237032,Grömbach,72294,Landkreis Freudenstadt,Baden-Württemberg
08237032,Grömbach,72297,Landkreis Freudenstadt,Baden-Württemberg
01055016,Grömitz,23743,Kreis Ostholstein,Schleswig-Holstein
05554020,Gronau,48599,Kreis Borken,Nordrhein-Westfalen
03254043,Gronau,31028,Landkreis Hildesheim,Niedersachsen
15083245,Gröningen,39397,Landkreis Börde,Sachsen-Anhalt
01062021,Grönwohld,22956,Kreis Stormarn,Schleswig-Holstein
09772151,Großaitingen,86845,Landkreis Augsburg,Bayern
06636004,Großalmerode,37247,Werra-Meißner-Kreis,Hessen
09673126,Großbardorf,97633,Landkreis Rhön-Grabfeld,Bayern
01057023,Großbarkau,24245,Kreis Plön,Schleswig-Holstein
